row,col,mean_var,median_var,max_var,top5_var,high_var_count,very_high_var_count,residual_mean,residual_max,lap_mean,lap_max,grad_mean,grad_max,edge_strength,edge_orientation_conf,row_second_diff,col_second_diff,second_diff_min_max,profile_ringing_max,profile_ringing_mean,ringing_mean_max,ringing_mean_min,ringing_mean_min_max,row_ringing_max,row_ringing_mean,row_ringing_dyn_score,row_ringing_d2_score,row_ringing_sign_score,col_ringing_max,col_ringing_mean,col_ringing_dyn_score,col_ringing_d2_score,col_ringing_sign_score
81,35,850.45,844.53,1934.84,1862.23,39,0,13.1,32.56,42.59,105.0,70.34,173.0,19.48,0.27,31.1,21.96,0.71,0.82,0.47,0.6,0.35,0.57,0.82,0.6,0.69,0.47,0.62,0.66,0.35,0.34,0.31,0.42
81,36,461.11,236.99,1859.43,1788.72,18,0,9.04,27.11,29.36,89.0,45.55,170.0,18.66,0.69,23.92,4.21,0.18,0.66,0.31,0.53,0.09,0.18,0.66,0.53,0.83,0.34,0.17,0.27,0.09,0.1,0.0,0.25
82,34,0.35,0.17,4.22,2.34,0,0,0.24,1.11,0.98,3.0,1.33,7.0,0.37,0.12,0.67,0.54,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,35,775.58,415.28,1929.06,1842.49,32,0,11.1,27.22,33.27,83.0,47.58,106.0,20.91,0.98,39.94,0.5,0.01,0.6,0.3,0.59,0.0,0.0,0.6,0.59,0.82,0.64,0.0,0.0,0.0,0.0,0.0,0.0
82,36,483.58,221.95,1814.0,1809.98,16,0,9.8,26.44,29.62,80.0,36.75,112.0,17.7,0.97,26.27,0.4,0.02,0.51,0.25,0.5,0.0,0.0,0.51,0.5,0.82,0.39,0.0,0.0,0.0,0.0,0.0,0.0
86,54,1819.76,99.99,7564.0,7380.68,24,21,20.06,70.44,64.64,213.0,88.1,274.14,27.72,0.43,23.8,61.08,0.39,1.0,0.65,0.92,0.38,0.42,0.82,0.38,0.38,0.34,0.46,1.0,0.92,1.0,0.97,0.62
86,55,2304.17,54.27,8163.33,8026.67,24,20,18.98,73.92,59.69,229.65,87.82,322.93,26.75,0.51,18.42,61.3,0.3,0.93,0.65,0.84,0.46,0.55,0.67,0.46,0.5,0.24,0.75,0.93,0.84,1.0,0.98,0.25
86,56,742.62,48.48,3351.6,3022.13,25,12,10.47,43.87,34.23,143.48,57.3,188.09,22.15,0.53,17.55,18.89,0.93,0.82,0.38,0.43,0.34,0.78,0.82,0.43,0.62,0.23,0.38,0.75,0.34,0.33,0.25,0.5
87,54,1032.04,256.02,3755.25,3565.02,29,16,12.89,46.67,45.34,163.0,77.4,250.0,24.61,0.54,40.1,11.29,0.28,0.93,0.52,0.79,0.24,0.31,0.93,0.79,1.0,0.64,0.58,0.56,0.24,0.38,0.12,0.17
87,55,636.46,43.7,3825.9,3622.14,16,10,10.62,40.95,40.39,177.86,60.38,251.0,22.2,0.55,26.62,11.36,0.43,0.98,0.39,0.58,0.21,0.36,0.98,0.58,0.55,0.39,0.96,0.6,0.21,0.28,0.12,0.21
87,56,681.92,20.41,3287.97,3216.19,24,8,7.82,23.96,23.55,72.9,44.33,143.55,21.06,0.96,29.21,0.97,0.03,0.74,0.37,0.74,0.0,0.0,0.74,0.74,1.0,0.44,0.67,0.0,0.0,0.0,0.0,0.0
88,54,350.5,54.23,3479.15,2879.67,9,5,8.69,43.56,30.45,188.0,47.29,246.0,12.63,0.24,14.71,16.75,0.88,0.74,0.27,0.29,0.25,0.84,0.74,0.25,0.2,0.18,0.46,0.67,0.29,0.24,0.21,0.54
88,55,1574.26,1429.22,4178.69,3958.9,41,24,16.77,42.56,59.05,163.0,113.1,266.0,36.83,0.42,47.27,20.2,0.43,0.87,0.64,0.77,0.5,0.65,0.87,0.77,1.0,0.77,0.25,0.75,0.5,0.72,0.28,0.42
88,56,743.07,121.53,3402.14,3265.91,24,8,10.51,35.32,32.07,105.94,62.88,177.98,21.26,0.59,29.38,16.1,0.55,0.74,0.5,0.74,0.27,0.36,0.74,0.74,1.0,0.44,0.67,0.31,0.27,0.05,0.2,0.88
81,46,2475.67,60.88,8202.62,7961.39,26,25,21.41,78.67,68.41,235.0,95.28,343.0,27.86,0.14,23.6,66.02,0.36,1.0,0.72,0.88,0.57,0.66,0.83,0.57,0.64,0.34,0.83,1.0,0.88,1.0,1.0,0.38
81,47,2003.52,3.8,8146.02,8067.11,16,16,16.65,64.44,50.19,198.0,52.38,198.0,25.11,0.96,0.87,65.83,0.01,0.8,0.4,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,1.0,1.0,0.0
81,48,2060.08,6.22,8281.78,8247.53,16,16,17.62,66.89,52.7,202.0,55.42,202.0,26.72,0.98,0.75,69.15,0.01,0.93,0.47,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.93,1.0,1.0,0.67
82,46,1003.6,10.94,6212.89,6114.38,16,14,5.36,28.67,16.17,89.0,42.45,195.0,26.25,0.96,19.4,0.88,0.05,0.52,0.23,0.47,0.0,0.0,0.52,0.47,0.78,0.26,0.12,0.0,0.0,0.0,0.0,0.0
82,47,1301.31,37.84,8689.9,7982.29,16,13,12.0,58.89,46.51,241.0,72.21,378.0,19.64,0.41,28.84,10.42,0.36,1.0,0.39,0.56,0.22,0.4,1.0,0.56,0.56,0.42,0.79,0.6,0.22,0.27,0.1,0.33
82,48,3991.57,145.79,11314.32,10437.71,31,30,31.72,106.89,108.68,369.0,131.84,420.0,42.18,0.35,77.6,37.64,0.49,1.0,0.79,0.89,0.69,0.77,1.0,0.89,0.88,0.91,0.88,0.96,0.69,0.77,0.59,0.67
83,46,998.28,6.4,5998.77,5905.21,16,16,5.03,28.56,15.52,85.0,42.02,192.0,26.12,0.98,19.1,0.9,0.05,0.52,0.25,0.5,0.0,0.0,0.52,0.5,0.81,0.26,0.25,0.0,0.0,0.0,0.0,0.0
83,47,2724.16,1123.31,8781.28,8214.79,36,28,20.68,60.89,75.44,253.0,123.24,397.0,39.03,0.53,67.05,13.93,0.21,1.0,0.61,0.88,0.34,0.38,1.0,0.88,1.0,0.95,0.5,0.7,0.34,0.53,0.18,0.21
83,48,3530.24,350.42,10952.69,10730.85,30,26,30.07,109.89,98.39,399.0,124.33,421.0,53.67,0.78,94.6,17.04,0.18,1.0,0.59,0.91,0.27,0.3,1.0,0.91,1.0,1.0,0.54,0.62,0.27,0.19,0.22,0.54
50,62,1127.98,1148.08,2849.38,2478.45,43,10,14.87,50.05,50.92,185.14,101.47,242.14,29.96,0.31,38.29,22.37,0.58,0.82,0.57,0.71,0.43,0.6,0.82,0.71,0.99,0.61,0.25,0.78,0.43,0.57,0.32,0.29
50,63,1787.62,2080.59,3332.57,3194.65,53,36,24.79,49.94,76.35,168.14,103.92,175.29,27.93,0.23,35.93,40.4,0.89,1.0,0.64,0.7,0.58,0.82,0.78,0.7,0.96,0.56,0.38,1.0,0.58,0.54,0.57,0.67
50,64,759.43,217.23,2613.78,2443.71,29,5,12.53,56.84,46.69,199.86,73.56,232.0,17.64,0.11,20.5,23.62,0.87,0.86,0.47,0.48,0.46,0.94,0.84,0.48,0.57,0.28,0.62,0.86,0.46,0.47,0.34,0.62
51,62,415.4,36.7,2429.56,2231.23,16,5,8.9,49.22,36.15,181.0,49.41,229.0,13.31,0.11,18.65,23.29,0.8,0.86,0.34,0.39,0.28,0.73,0.86,0.28,0.26,0.26,0.38,0.85,0.39,0.35,0.33,0.58
51,63,829.94,44.94,2841.65,2760.16,23,19,14.3,51.11,47.22,164.0,63.2,185.0,24.62,0.59,14.07,41.68,0.34,0.99,0.48,0.72,0.23,0.32,0.85,0.23,0.21,0.17,0.38,0.99,0.72,0.87,0.67,0.5
51,64,621.24,8.95,2769.5,2608.65,21,10,10.04,56.44,33.18,189.0,49.88,203.0,19.45,0.55,10.15,25.75,0.39,0.9,0.34,0.52,0.17,0.33,0.72,0.17,0.24,0.13,0.08,0.9,0.52,0.63,0.38,0.5
52,62,111.88,27.44,1049.6,870.53,7,0,4.91,23.44,16.19,86.03,27.9,113.71,8.13,0.3,4.8,14.1,0.34,0.64,0.18,0.26,0.09,0.36,0.38,0.09,0.17,0.03,0.04,0.64,0.26,0.14,0.17,0.71
52,63,320.54,15.0,1344.41,1323.61,16,0,8.27,28.46,25.32,95.37,29.15,95.37,13.39,0.9,1.07,29.8,0.04,0.5,0.24,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.49,0.59,0.45,0.33
52,64,194.6,16.88,1268.33,1226.23,11,0,6.4,31.27,21.54,100.18,28.33,120.78,7.68,0.15,12.06,15.7,0.77,0.61,0.22,0.25,0.19,0.78,0.61,0.25,0.15,0.13,0.67,0.42,0.19,0.27,0.21,0.0
48,58,1.1,0.0,16.22,11.44,0,0,0.22,2.0,0.7,5.0,1.14,11.0,0.14,0.22,0.27,0.19,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,59,1.43,0.0,18.67,14.43,0,0,0.18,1.67,0.53,5.0,1.19,15.0,0.23,0.4,0.1,0.19,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,60,0.78,0.0,14.0,7.95,0,0,0.14,1.78,0.52,4.0,0.92,12.0,0.14,0.11,0.1,0.17,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,58,1185.31,1115.53,3317.06,2995.7,38,19,17.02,55.22,58.72,190.0,101.91,233.0,31.75,0.36,41.67,30.42,0.73,0.93,0.61,0.65,0.57,0.88,0.93,0.65,0.76,0.6,0.5,0.87,0.57,0.7,0.46,0.5
49,59,841.7,338.72,2602.62,2527.03,30,11,11.67,39.33,40.67,139.0,82.39,218.0,21.67,0.14,25.81,19.83,0.77,0.83,0.47,0.51,0.43,0.85,0.83,0.51,0.68,0.38,0.33,0.79,0.43,0.63,0.27,0.25
49,60,1216.03,1087.14,3262.44,3094.76,37,19,16.5,50.22,54.94,173.0,92.66,219.0,32.39,0.6,7.9,58.23,0.14,0.92,0.51,0.79,0.24,0.3,0.51,0.24,0.44,0.07,0.08,0.92,0.79,0.98,0.86,0.21
50,58,1716.8,1873.25,3074.69,2930.24,53,30,23.05,43.67,76.61,169.0,120.83,224.0,31.69,0.08,39.96,48.46,0.82,1.0,0.7,0.78,0.63,0.81,0.87,0.63,0.82,0.6,0.25,1.0,0.78,1.0,0.72,0.38
50,59,1287.52,1486.17,2604.84,2494.74,44,20,16.77,37.56,54.81,131.0,97.38,213.0,36.3,0.64,52.04,11.79,0.23,0.87,0.57,0.78,0.37,0.48,0.87,0.78,0.99,0.84,0.17,0.57,0.37,0.61,0.13,0.25
50,60,364.25,29.33,2304.77,2146.6,14,4,7.53,51.67,27.86,173.0,47.83,186.0,11.0,0.24,6.44,11.83,0.54,0.61,0.22,0.29,0.15,0.53,0.53,0.15,0.23,0.04,0.17,0.61,0.29,0.37,0.12,0.38
50,53,1328.04,1354.98,2958.54,2856.57,41,25,17.1,39.0,60.5,177.0,91.44,229.0,30.98,0.57,47.98,16.4,0.34,0.86,0.57,0.76,0.38,0.5,0.86,0.76,0.99,0.78,0.21,0.6,0.38,0.58,0.21,0.21
50,54,867.21,406.86,2643.56,2600.4,32,13,12.3,36.0,45.67,144.0,73.27,233.0,20.34,0.44,26.19,14.29,0.55,0.86,0.51,0.69,0.32,0.47,0.86,0.69,0.99,0.39,0.54,0.74,0.32,0.46,0.17,0.29
50,55,1829.36,2128.49,3242.77,3178.12,58,34,22.25,60.89,72.05,211.0,107.98,222.0,42.0,0.66,58.4,23.75,0.41,1.0,0.61,0.83,0.4,0.48,0.87,0.83,1.0,0.89,0.33,1.0,0.4,0.38,0.33,0.54
51,53,436.98,7.27,2726.22,2533.74,14,6,7.38,44.78,26.95,152.0,38.39,222.0,14.73,0.54,9.52,16.79,0.57,0.64,0.27,0.34,0.2,0.57,0.6,0.2,0.24,0.09,0.29,0.64,0.34,0.52,0.22,0.17
51,54,642.11,10.4,2832.69,2689.72,20,10,10.21,47.67,35.41,166.0,49.66,207.0,21.08,0.65,10.96,25.83,0.42,0.92,0.4,0.56,0.24,0.44,0.64,0.24,0.25,0.12,0.46,0.92,0.56,0.73,0.38,0.46
51,55,389.54,9.57,2675.28,2423.71,13,6,7.17,53.33,26.05,182.0,35.86,194.0,10.41,0.27,17.42,16.54,0.95,0.9,0.28,0.29,0.27,0.92,0.9,0.27,0.25,0.23,0.38,0.74,0.29,0.29,0.22,0.42
52,53,0.19,0.0,1.21,0.99,0,0,0.11,1.11,0.39,3.0,0.7,5.0,0.22,0.43,0.23,0.19,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,54,0.29,0.1,1.21,1.05,0,0,0.16,1.0,0.5,3.0,0.91,4.0,0.27,0.76,0.1,0.23,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,55,0.36,0.22,2.47,1.84,0,0,0.27,1.56,0.83,4.0,1.11,7.0,0.36,0.13,0.33,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,49,1.92,0.84,21.28,12.46,0,0,0.52,2.33,2.72,8.0,3.87,14.0,1.06,0.29,1.63,1.31,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,50,2.8,0.0,33.58,24.93,0,0,0.26,3.78,0.69,7.0,1.81,17.0,0.36,0.43,0.48,0.27,0.57,0.13,0.01,0.02,0.0,0.0,0.13,0.02,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0
48,51,1.39,0.0,27.06,14.9,0,0,0.16,2.22,0.41,3.0,1.19,20.0,0.34,0.59,0.15,0.19,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,49,1616.31,1761.99,3679.06,3558.48,41,29,20.8,52.56,64.94,169.0,97.38,204.0,33.34,0.54,16.42,71.77,0.23,1.0,0.65,0.94,0.37,0.39,0.61,0.37,0.45,0.21,0.46,1.0,0.94,1.0,0.94,0.79
49,50,1142.5,893.38,3455.56,3155.53,34,20,15.81,41.89,54.62,165.0,95.16,248.0,28.92,0.4,37.27,18.69,0.5,0.87,0.51,0.59,0.43,0.73,0.87,0.59,0.65,0.54,0.54,0.77,0.43,0.64,0.25,0.29
49,51,1462.87,1460.17,3676.99,3456.18,44,23,20.52,50.33,68.92,182.0,107.95,240.0,32.7,0.37,13.9,62.94,0.22,1.0,0.62,0.84,0.39,0.47,0.58,0.39,0.66,0.16,0.21,1.0,0.84,1.0,0.88,0.42
50,49,788.47,21.65,2767.14,2727.62,24,12,10.19,46.33,32.66,169.0,55.12,185.0,18.34,0.65,18.25,8.9,0.49,0.6,0.3,0.42,0.18,0.42,0.5,0.42,0.68,0.24,0.17,0.6,0.18,0.13,0.08,0.46
50,50,1407.48,1454.33,2977.33,2842.81,46,21,17.43,48.22,59.14,162.0,102.39,241.0,35.14,0.57,51.48,15.19,0.3,0.91,0.61,0.8,0.42,0.52,0.91,0.8,1.0,0.85,0.29,0.66,0.42,0.62,0.19,0.38
50,51,1483.81,1685.8,2778.02,2729.42,49,25,18.17,40.89,66.47,177.0,113.75,237.0,32.94,0.36,20.54,42.83,0.48,0.87,0.67,0.79,0.56,0.71,0.69,0.56,0.82,0.28,0.46,0.87,0.79,1.0,0.69,0.5
50,46,1391.88,1346.27,2685.06,2563.88,55,27,16.63,34.11,53.84,132.0,99.34,213.0,37.95,0.77,47.6,7.52,0.16,0.91,0.5,0.81,0.18,0.23,0.91,0.81,0.99,0.77,0.5,0.56,0.18,0.31,0.06,0.12
50,47,1267.81,1491.67,2681.43,2528.56,47,14,18.62,41.44,70.25,187.0,108.59,242.0,36.59,0.41,41.88,26.38,0.63,0.9,0.7,0.79,0.61,0.77,0.9,0.79,0.99,0.67,0.54,0.82,0.61,0.77,0.39,0.62
50,48,1387.33,1292.32,2669.78,2618.93,45,26,20.3,35.0,61.78,126.0,93.09,160.0,42.44,0.91,57.62,4.02,0.07,0.87,0.44,0.84,0.05,0.06,0.87,0.84,1.0,0.94,0.29,0.4,0.05,0.08,0.01,0.04
51,46,729.82,25.86,3022.0,2665.85,24,13,12.42,62.89,45.11,231.0,63.92,245.0,15.89,0.03,23.23,30.98,0.75,0.96,0.45,0.55,0.34,0.63,0.93,0.34,0.25,0.31,0.62,0.96,0.55,0.65,0.48,0.46
51,47,200.73,13.65,2257.43,1846.26,8,2,4.42,26.67,16.97,95.0,26.47,202.0,8.39,0.3,8.94,5.58,0.62,0.49,0.13,0.18,0.08,0.47,0.49,0.18,0.08,0.08,0.58,0.47,0.08,0.08,0.02,0.21
51,48,624.06,11.11,2856.32,2758.97,19,12,10.03,54.0,34.77,185.0,47.42,217.0,13.05,0.1,16.77,26.65,0.63,0.84,0.37,0.48,0.26,0.56,0.79,0.26,0.25,0.22,0.38,0.84,0.48,0.57,0.39,0.42
52,46,1.21,0.67,13.11,9.41,0,0,0.37,1.78,1.64,4.0,2.14,14.0,0.73,0.34,1.04,0.96,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,47,0.35,0.0,6.47,3.36,0,0,0.1,0.67,0.33,3.0,0.7,8.0,0.33,0.57,0.19,0.17,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,48,0.35,0.0,5.88,3.62,0,0,0.09,1.33,0.28,4.0,0.5,8.0,0.2,0.38,0.25,0.08,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,40,1157.49,23.58,7894.99,7035.29,16,13,8.41,42.22,27.0,129.0,56.89,279.0,18.2,0.78,2.9,25.62,0.11,0.72,0.34,0.65,0.04,0.06,0.24,0.04,0.07,0.01,0.0,0.72,0.65,0.86,0.38,0.67
42,41,131.59,0.91,5032.62,1626.01,3,1,1.51,38.78,6.33,176.0,7.94,196.0,2.02,0.57,0.65,0.69,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,42,1102.97,23.44,6670.77,6508.14,16,14,7.94,38.0,26.33,139.0,56.67,272.0,18.05,0.68,4.04,24.23,0.17,0.72,0.37,0.65,0.09,0.13,0.4,0.09,0.09,0.01,0.21,0.72,0.65,0.91,0.35,0.58
43,40,3099.96,1401.36,9197.85,8915.04,41,30,26.95,75.41,86.24,240.29,126.16,366.14,41.72,0.32,20.28,61.88,0.33,1.0,0.65,0.85,0.44,0.52,0.59,0.44,0.55,0.28,0.5,1.0,0.85,1.0,0.89,0.46
43,41,2703.8,1400.88,7907.13,7604.75,40,29,21.19,61.1,78.79,274.86,132.64,384.0,46.48,0.52,60.42,28.55,0.47,1.0,0.7,0.86,0.54,0.63,1.0,0.86,1.0,0.85,0.54,0.93,0.54,0.55,0.43,0.71
43,42,4388.22,5845.2,9777.67,9395.1,43,37,34.11,90.83,106.03,286.0,141.36,352.0,49.25,0.43,75.94,43.85,0.58,0.95,0.74,0.88,0.59,0.67,0.95,0.88,1.0,0.93,0.54,0.93,0.59,0.55,0.61,0.67
44,40,4245.04,4127.75,9097.06,8921.79,54,44,31.87,80.6,107.55,288.86,170.17,401.0,48.6,0.2,38.05,84.65,0.45,0.93,0.72,0.82,0.61,0.75,0.92,0.61,0.7,0.58,0.46,0.93,0.82,1.0,0.89,0.29
44,41,2053.75,536.16,7911.56,7120.91,33,24,18.21,66.76,70.94,308.14,111.56,383.14,33.56,0.32,40.38,31.85,0.79,0.93,0.63,0.76,0.49,0.65,0.93,0.76,0.93,0.63,0.62,0.93,0.49,0.51,0.45,0.54
44,42,4991.24,6397.81,9471.24,9303.34,42,42,36.18,104.44,112.61,350.0,151.74,366.14,47.0,0.33,68.67,58.93,0.86,0.93,0.71,0.85,0.57,0.67,0.93,0.85,1.0,0.86,0.5,0.93,0.57,0.53,0.61,0.58
43,45,2825.43,1696.0,8981.43,8532.52,38,30,25.62,76.11,93.23,283.0,133.13,395.14,46.96,0.55,27.56,67.36,0.41,1.0,0.69,0.9,0.48,0.53,1.0,0.48,0.44,0.41,0.67,1.0,0.9,1.0,0.95,0.58
43,46,427.25,55.43,5221.68,3943.83,8,4,8.51,34.05,30.77,132.86,49.43,315.14,14.32,0.12,11.9,23.1,0.51,0.96,0.29,0.35,0.22,0.61,0.67,0.22,0.22,0.13,0.38,0.96,0.35,0.16,0.33,0.83
43,47,3495.48,1956.45,9133.84,9029.35,33,31,27.56,84.75,86.55,303.29,121.4,334.86,44.91,0.64,83.94,19.14,0.23,1.0,0.55,0.82,0.29,0.35,0.87,0.82,1.0,1.0,0.08,1.0,0.29,0.13,0.24,0.71
44,45,3703.39,3296.26,8785.46,8314.55,48,40,27.57,74.17,97.86,355.86,160.87,406.0,50.1,0.38,39.91,76.21,0.52,1.0,0.83,0.88,0.78,0.88,1.0,0.78,1.0,0.63,0.54,1.0,0.88,1.0,1.0,0.42
44,46,1103.92,54.67,7982.99,7567.63,14,13,11.54,62.98,45.92,238.0,69.71,369.0,24.75,0.53,26.25,15.27,0.58,0.87,0.41,0.56,0.26,0.46,0.87,0.56,0.56,0.39,0.88,0.73,0.26,0.26,0.19,0.38
44,47,3544.15,549.72,9699.17,9463.12,32,30,27.14,71.32,85.05,227.87,115.92,329.0,45.16,0.73,86.32,18.35,0.21,1.0,0.57,0.88,0.26,0.29,0.93,0.88,1.0,1.0,0.42,1.0,0.26,0.14,0.23,0.58
45,45,3496.97,2642.25,9563.72,8860.73,46,37,27.55,80.11,98.34,295.0,153.86,383.0,51.69,0.52,29.84,88.52,0.34,1.0,0.74,0.9,0.58,0.65,0.9,0.58,0.72,0.45,0.5,1.0,0.9,1.0,1.0,0.5
45,46,727.34,34.43,7402.37,6396.6,10,7,7.97,56.87,33.38,199.29,52.11,349.0,18.1,0.44,19.0,12.25,0.64,0.8,0.29,0.38,0.2,0.52,0.8,0.38,0.39,0.25,0.58,0.64,0.2,0.19,0.13,0.33
45,47,2847.16,118.09,8891.6,8657.54,31,28,22.49,88.29,73.2,295.29,103.9,372.0,30.14,0.31,60.61,33.09,0.55,0.93,0.57,0.66,0.48,0.73,0.93,0.66,0.74,0.74,0.33,0.93,0.48,0.53,0.43,0.46
43,53,3217.25,1849.97,9985.02,9695.08,39,30,25.89,81.49,82.11,256.14,123.05,346.14,40.17,0.31,26.54,62.29,0.43,1.0,0.71,0.84,0.58,0.69,0.8,0.58,0.75,0.39,0.54,1.0,0.84,0.96,0.89,0.5
43,54,3065.36,1903.11,8293.36,7941.87,37,32,23.03,64.56,80.27,242.0,133.53,377.0,47.73,0.54,65.26,20.25,0.31,0.93,0.63,0.86,0.4,0.47,0.93,0.86,1.0,0.88,0.5,0.76,0.4,0.56,0.29,0.25
43,55,4891.3,5451.72,9320.47,9174.86,51,47,37.59,100.0,132.53,398.0,182.69,470.0,61.53,0.51,98.93,32.12,0.32,0.99,0.72,0.91,0.53,0.58,0.93,0.91,1.0,1.0,0.54,0.99,0.53,0.53,0.49,0.58
44,53,4482.14,4078.73,9971.11,9655.39,54,43,32.31,107.11,108.33,401.0,173.36,401.0,48.52,0.19,44.99,87.45,0.51,1.0,0.77,0.82,0.71,0.86,0.93,0.71,0.76,0.67,0.67,1.0,0.82,0.97,0.89,0.38
44,54,2262.92,212.64,8040.67,7440.87,30,24,19.13,74.11,80.31,309.0,123.1,402.0,36.05,0.26,49.87,36.37,0.73,0.99,0.71,0.85,0.56,0.66,0.99,0.85,0.99,0.78,0.67,0.89,0.56,0.51,0.55,0.71
44,55,4322.81,6319.86,8775.0,8675.82,40,37,32.05,62.02,99.1,186.0,136.95,372.29,59.02,0.84,91.89,8.42,0.09,0.93,0.53,0.88,0.18,0.2,0.93,0.88,1.0,1.0,0.38,0.6,0.18,0.15,0.07,0.42
45,53,1583.78,83.2,7866.36,7679.69,21,17,13.3,53.67,48.47,185.0,85.66,387.29,29.86,0.52,34.98,17.46,0.5,0.94,0.5,0.65,0.36,0.55,0.94,0.65,0.71,0.53,0.75,0.67,0.36,0.32,0.23,0.67
45,54,2445.56,1650.45,7626.67,7326.22,37,29,19.37,71.0,73.17,278.0,120.89,380.0,35.38,0.21,47.33,36.75,0.78,1.0,0.61,0.68,0.54,0.8,0.9,0.68,0.75,0.7,0.46,1.0,0.54,0.63,0.56,0.33
45,55,2934.78,146.02,9169.01,8762.03,31,26,24.17,78.67,76.56,248.43,108.23,296.14,39.45,0.62,64.06,22.03,0.34,0.93,0.55,0.68,0.43,0.64,0.93,0.68,0.74,0.73,0.46,0.91,0.43,0.4,0.31,0.71
35,40,0.75,0.36,7.28,4.81,0,0,0.39,1.78,2.06,8.0,2.44,8.0,0.59,0.21,0.92,1.19,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,41,0.73,0.64,4.67,2.19,0,0,0.61,2.0,4.5,9.0,4.62,9.0,1.12,0.04,2.35,2.58,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,42,0.74,0.22,5.14,3.72,0,0,0.45,1.78,1.45,6.0,1.83,9.0,0.59,0.53,0.27,1.29,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,40,1971.2,17.62,10121.4,9776.48,16,15,15.77,74.44,50.63,257.0,66.63,298.0,26.55,0.81,2.82,35.9,0.08,0.9,0.42,0.77,0.06,0.08,0.49,0.06,0.12,0.01,0.0,0.9,0.77,0.96,0.56,0.71
36,41,769.13,12.8,8027.56,7092.33,10,7,6.59,49.67,21.91,168.0,40.63,294.0,10.39,0.42,3.96,15.04,0.26,0.78,0.2,0.34,0.07,0.19,0.51,0.07,0.13,0.03,0.0,0.78,0.34,0.36,0.18,0.58
36,42,359.51,13.6,6408.67,4221.72,6,4,4.82,33.11,19.87,98.0,30.19,295.0,6.84,0.01,13.79,10.9,0.79,0.79,0.25,0.28,0.22,0.78,0.79,0.28,0.11,0.16,0.88,0.57,0.22,0.22,0.11,0.42
37,40,2077.13,43.75,9363.88,8750.63,23,18,16.98,72.67,54.4,239.0,76.01,306.0,32.69,0.77,4.96,60.52,0.08,0.93,0.45,0.82,0.08,0.1,0.52,0.08,0.12,0.03,0.08,0.93,0.82,1.0,0.93,0.25
37,41,3121.83,2402.73,8415.21,8036.73,43,34,23.11,69.95,93.14,288.71,150.31,419.0,47.75,0.39,38.88,58.5,0.66,0.96,0.81,0.87,0.75,0.86,0.96,0.75,0.93,0.62,0.58,0.93,0.87,1.0,0.94,0.46
37,42,2705.64,1241.03,8346.1,7838.8,36,30,21.64,91.89,80.69,307.14,116.36,385.0,33.77,0.2,55.81,38.19,0.68,0.95,0.73,0.81,0.65,0.8,0.93,0.81,1.0,0.89,0.25,0.95,0.65,0.79,0.6,0.42
37,62,1515.59,30.75,7006.54,6969.97,27,24,11.13,57.78,34.45,201.0,64.31,221.0,28.96,0.77,35.35,1.54,0.04,0.65,0.32,0.64,0.0,0.0,0.65,0.64,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0
