row,col,mean_var,median_var,max_var,top5_var,high_var_count,very_high_var_count,residual_mean,residual_max,lap_mean,lap_max,grad_mean,grad_max,edge_strength,edge_orientation_conf,row_second_diff,col_second_diff,second_diff_min_max,profile_ringing_max,profile_ringing_mean,ringing_mean_max,ringing_mean_min,ringing_mean_min_max,row_ringing_max,row_ringing_mean,row_ringing_dyn_score,row_ringing_d2_score,row_ringing_sign_score,col_ringing_max,col_ringing_mean,col_ringing_dyn_score,col_ringing_d2_score,col_ringing_sign_score
37,223,63.23,53.33,197.32,157.65,0,0,5.43,17.17,19.97,59.36,31.13,66.78,8.46,0.17,14.74,9.04,0.61,0.27,0.19,0.25,0.14,0.56,0.27,0.25,0.06,0.18,0.79,0.26,0.14,0.06,0.08,0.42
37,224,72.91,63.48,280.41,193.98,0,0,5.46,17.03,20.01,61.14,30.6,62.79,9.17,0.34,14.55,8.34,0.57,0.38,0.13,0.17,0.09,0.54,0.38,0.17,0.1,0.17,0.33,0.21,0.09,0.05,0.06,0.25
38,222,65.63,53.91,148.06,139.74,0,0,5.23,19.89,19.18,76.5,30.28,76.5,8.0,0.13,12.5,7.88,0.63,0.32,0.16,0.21,0.12,0.56,0.32,0.21,0.05,0.14,0.71,0.25,0.12,0.11,0.06,0.25
38,223,40.94,33.14,144.38,105.13,0,0,3.4,12.03,12.02,41.36,23.43,43.42,6.16,0.08,7.51,6.49,0.86,0.24,0.08,0.1,0.07,0.69,0.24,0.1,0.01,0.05,0.38,0.12,0.07,0.03,0.04,0.21
38,224,36.6,31.29,103.36,79.77,0,0,3.67,12.57,12.84,50.5,22.56,50.5,5.61,0.04,6.87,5.76,0.84,0.18,0.08,0.11,0.06,0.61,0.18,0.11,0.02,0.04,0.42,0.15,0.06,0.03,0.02,0.21
37,216,44.1,30.53,174.68,130.66,0,0,4.11,12.48,13.64,46.79,24.12,52.21,6.36,0.2,9.44,6.02,0.64,0.22,0.1,0.12,0.09,0.73,0.22,0.12,0.04,0.08,0.38,0.18,0.09,0.06,0.03,0.25
37,217,76.16,62.99,225.78,192.75,0,0,4.42,17.11,15.89,63.0,30.81,64.0,8.99,0.26,11.52,7.36,0.64,0.36,0.14,0.19,0.1,0.5,0.36,0.19,0.08,0.12,0.58,0.24,0.1,0.08,0.05,0.21
37,218,57.89,52.41,121.25,116.41,0,0,5.28,13.73,21.1,53.49,31.45,60.42,9.11,0.24,14.83,8.11,0.55,0.42,0.16,0.22,0.1,0.45,0.42,0.22,0.11,0.18,0.54,0.18,0.1,0.06,0.06,0.25
38,216,79.15,74.93,157.96,144.14,0,0,5.49,17.79,19.91,62.71,33.67,62.71,10.13,0.29,12.23,11.11,0.91,0.26,0.17,0.18,0.17,0.91,0.24,0.18,0.17,0.13,0.29,0.26,0.17,0.06,0.11,0.5
38,217,35.34,34.81,65.97,62.3,0,0,3.78,13.41,13.8,47.57,22.45,47.57,6.09,0.22,10.24,4.38,0.43,0.25,0.09,0.13,0.05,0.35,0.25,0.13,0.0,0.1,0.5,0.16,0.05,0.04,0.01,0.12
38,218,45.68,39.28,168.19,120.5,0,0,4.48,13.54,16.27,47.29,25.71,48.29,7.8,0.33,12.87,5.93,0.46,0.29,0.15,0.2,0.09,0.45,0.29,0.2,0.04,0.14,0.67,0.19,0.09,0.01,0.03,0.38
39,216,71.92,57.52,240.32,193.51,0,0,4.26,11.54,16.77,48.15,29.88,61.0,8.34,0.21,10.6,8.12,0.77,0.29,0.14,0.16,0.12,0.72,0.29,0.16,0.13,0.1,0.33,0.26,0.12,0.08,0.06,0.29
39,217,42.13,36.48,105.33,93.28,0,0,4.13,11.56,14.72,40.5,25.1,46.86,7.41,0.27,11.49,4.99,0.43,0.32,0.12,0.17,0.07,0.39,0.32,0.17,0.04,0.12,0.58,0.14,0.07,0.01,0.01,0.29
39,218,47.41,36.52,188.61,127.73,0,0,4.19,13.89,15.22,49.01,25.53,55.71,7.35,0.26,11.1,6.06,0.55,0.32,0.1,0.14,0.07,0.49,0.32,0.14,0.04,0.11,0.42,0.17,0.07,0.03,0.03,0.21
45,195,26.25,22.62,80.06,70.95,0,0,1.96,8.71,6.84,29.78,16.52,31.78,4.63,0.32,2.92,3.1,0.94,0.07,0.02,0.03,0.0,0.05,0.07,0.03,0.07,0.0,0.0,0.01,0.0,0.0,0.0,0.0
45,196,31.65,26.03,109.57,92.65,0,0,2.57,9.32,9.19,34.96,18.63,40.05,5.58,0.26,4.94,3.43,0.69,0.15,0.04,0.08,0.01,0.08,0.15,0.08,0.07,0.01,0.21,0.02,0.01,0.01,0.0,0.0
45,197,280.62,82.61,1233.01,1155.14,14,0,7.65,28.9,26.7,108.85,46.14,139.97,11.65,0.21,16.77,10.68,0.64,0.59,0.24,0.34,0.15,0.46,0.59,0.34,0.38,0.21,0.46,0.31,0.15,0.17,0.1,0.21
46,195,219.23,82.41,1103.45,759.5,10,0,5.74,18.01,18.37,74.54,36.47,122.16,12.16,0.57,2.4,18.21,0.13,0.42,0.2,0.35,0.05,0.16,0.23,0.05,0.12,0.0,0.0,0.42,0.35,0.44,0.24,0.33
46,196,220.24,188.68,658.25,592.8,6,0,6.16,21.58,20.08,81.14,38.95,84.43,14.6,0.66,2.67,18.41,0.14,0.35,0.17,0.3,0.05,0.16,0.13,0.05,0.11,0.0,0.0,0.35,0.3,0.4,0.24,0.17
46,197,259.04,115.62,887.8,767.89,14,0,6.57,20.22,21.7,66.31,43.29,109.07,15.61,0.52,7.38,18.4,0.4,0.44,0.26,0.38,0.14,0.37,0.23,0.14,0.19,0.06,0.17,0.44,0.38,0.5,0.24,0.33
47,195,96.04,18.86,778.06,683.41,6,0,3.36,13.45,10.93,45.53,21.85,85.29,7.86,0.47,2.52,6.97,0.36,0.29,0.07,0.12,0.02,0.18,0.09,0.02,0.05,0.0,0.0,0.29,0.12,0.16,0.04,0.17
47,196,26.95,24.07,94.4,73.09,0,0,2.91,7.61,9.3,23.3,17.88,31.66,5.67,0.43,7.94,4.0,0.5,0.19,0.1,0.15,0.04,0.28,0.19,0.15,0.03,0.05,0.58,0.13,0.04,0.0,0.0,0.21
47,197,33.53,23.28,95.74,89.05,0,0,2.0,5.99,6.44,20.85,17.13,33.85,6.07,0.56,4.32,2.03,0.47,0.11,0.04,0.07,0.01,0.11,0.11,0.07,0.07,0.01,0.17,0.04,0.01,0.02,0.0,0.0
52,195,163.21,68.44,907.69,692.64,4,0,6.17,27.94,22.22,88.73,39.41,108.8,9.85,0.1,15.63,11.45,0.73,0.46,0.22,0.26,0.19,0.73,0.46,0.26,0.26,0.19,0.38,0.38,0.19,0.22,0.13,0.21
52,196,142.79,103.98,494.81,402.68,0,0,7.48,27.11,27.0,98.22,44.35,98.22,11.99,0.11,15.96,19.18,0.83,0.57,0.29,0.3,0.27,0.93,0.36,0.27,0.14,0.2,0.71,0.57,0.3,0.16,0.26,0.67
52,197,14.0,7.24,102.61,69.69,0,0,1.08,3.78,3.98,26.37,9.95,32.07,3.32,0.4,2.35,1.91,0.81,0.07,0.01,0.02,0.0,0.0,0.07,0.02,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0
53,195,145.48,32.94,985.04,697.29,8,0,4.62,38.88,16.31,166.7,34.96,166.7,8.94,0.04,6.0,7.22,0.83,0.37,0.15,0.17,0.13,0.78,0.37,0.13,0.23,0.02,0.12,0.36,0.17,0.29,0.05,0.12
53,196,57.91,28.39,320.93,259.86,0,0,3.92,16.09,15.54,67.0,24.58,67.0,7.89,0.35,9.63,5.94,0.62,0.24,0.1,0.14,0.06,0.46,0.24,0.14,0.06,0.09,0.42,0.14,0.06,0.03,0.02,0.21
53,197,19.03,10.23,60.87,55.57,0,0,1.3,3.09,4.39,12.44,12.88,25.68,4.19,0.44,3.14,1.88,0.6,0.07,0.02,0.04,0.01,0.12,0.07,0.04,0.06,0.0,0.08,0.03,0.01,0.01,0.0,0.0
54,195,116.94,70.85,518.18,425.11,1,0,5.31,24.34,21.65,105.2,37.47,105.2,10.35,0.15,11.65,10.4,0.89,0.47,0.19,0.2,0.18,0.89,0.39,0.2,0.22,0.12,0.29,0.47,0.18,0.17,0.1,0.33
54,196,68.27,55.34,237.35,189.47,0,0,3.46,9.32,11.46,34.0,27.47,47.63,8.25,0.32,8.68,5.6,0.64,0.26,0.13,0.16,0.1,0.62,0.26,0.16,0.2,0.07,0.25,0.18,0.1,0.04,0.02,0.38
54,197,47.75,41.76,226.03,150.52,0,0,2.89,8.66,9.42,41.14,21.22,49.92,5.96,0.26,5.99,5.42,0.9,0.26,0.08,0.1,0.06,0.6,0.26,0.1,0.13,0.04,0.17,0.2,0.06,0.04,0.03,0.17
73,184,64.76,42.92,215.02,197.91,0,0,3.81,16.88,13.82,61.36,27.23,61.36,8.5,0.34,6.88,5.47,0.8,0.22,0.08,0.09,0.08,0.92,0.22,0.09,0.07,0.04,0.21,0.15,0.08,0.11,0.02,0.12
73,185,46.19,41.0,106.32,96.74,0,0,3.72,13.28,13.54,54.86,25.2,60.29,6.29,0.01,7.06,8.79,0.8,0.24,0.12,0.13,0.11,0.86,0.23,0.11,0.1,0.04,0.25,0.24,0.13,0.03,0.07,0.46
73,186,50.36,39.36,173.78,132.07,0,0,2.82,12.32,9.66,40.86,22.52,48.92,6.53,0.26,5.99,3.73,0.62,0.22,0.06,0.09,0.03,0.36,0.22,0.09,0.15,0.02,0.08,0.09,0.03,0.05,0.0,0.04
74,184,56.33,44.12,205.93,182.07,0,0,3.07,10.14,9.75,35.62,21.9,47.56,7.89,0.57,8.26,2.19,0.27,0.19,0.05,0.09,0.01,0.06,0.19,0.09,0.07,0.06,0.17,0.02,0.01,0.01,0.0,0.0
74,185,45.06,39.28,165.44,126.78,0,0,3.5,13.23,13.58,54.64,23.88,54.64,5.94,0.03,7.69,6.93,0.9,0.2,0.1,0.1,0.09,0.92,0.2,0.09,0.03,0.06,0.29,0.2,0.1,0.08,0.04,0.25
74,186,54.77,45.17,192.65,139.94,0,0,2.43,7.29,8.67,26.86,23.45,44.0,5.91,0.01,4.33,2.81,0.65,0.12,0.06,0.07,0.05,0.79,0.09,0.05,0.08,0.0,0.08,0.12,0.07,0.15,0.0,0.0
75,184,81.13,53.38,223.08,207.64,0,0,3.91,12.46,13.59,44.05,27.45,49.65,10.2,0.64,10.22,4.47,0.44,0.3,0.1,0.16,0.04,0.26,0.3,0.16,0.13,0.09,0.33,0.17,0.04,0.01,0.01,0.17
75,185,55.95,41.61,191.83,167.66,0,0,3.84,12.1,13.34,41.29,24.75,48.13,7.97,0.45,7.38,4.78,0.65,0.2,0.08,0.12,0.05,0.43,0.2,0.12,0.15,0.05,0.17,0.13,0.05,0.05,0.01,0.12
75,186,92.14,72.85,292.86,261.11,0,0,4.38,15.57,15.7,56.71,31.5,62.0,8.93,0.24,10.1,6.39,0.63,0.33,0.16,0.16,0.16,0.99,0.33,0.16,0.15,0.09,0.29,0.25,0.16,0.22,0.03,0.25
68,180,102.87,80.72,314.86,261.06,0,0,4.49,15.11,16.55,50.84,34.82,64.43,10.13,0.27,10.9,7.1,0.65,0.36,0.14,0.17,0.11,0.63,0.36,0.17,0.19,0.11,0.25,0.2,0.11,0.16,0.04,0.12
68,181,105.26,57.83,490.38,404.02,0,0,3.91,11.85,12.85,41.43,29.19,62.35,10.61,0.6,10.45,2.74,0.26,0.25,0.1,0.19,0.01,0.06,0.25,0.19,0.29,0.1,0.12,0.08,0.01,0.02,0.0,0.0
68,182,52.09,35.36,228.63,176.53,0,0,3.01,8.33,9.53,28.0,21.44,44.0,7.43,0.61,7.41,1.97,0.27,0.12,0.03,0.06,0.0,0.0,0.12,0.06,0.1,0.04,0.0,0.0,0.0,0.0,0.0,0.0
69,180,114.25,92.48,331.85,285.42,0,0,5.31,15.71,19.2,56.79,37.76,67.0,10.96,0.24,10.63,10.48,0.99,0.26,0.15,0.15,0.15,0.99,0.26,0.15,0.17,0.1,0.21,0.25,0.15,0.09,0.1,0.38
69,181,75.89,62.4,272.39,209.72,0,0,3.58,17.05,12.32,58.29,27.65,60.28,9.02,0.45,9.47,4.43,0.47,0.24,0.1,0.16,0.04,0.26,0.24,0.16,0.18,0.08,0.25,0.08,0.04,0.05,0.01,0.08
69,182,65.81,66.26,240.12,162.31,0,0,3.86,17.73,13.73,71.28,27.95,71.28,7.15,0.12,6.98,6.94,0.99,0.23,0.11,0.12,0.1,0.85,0.18,0.1,0.12,0.05,0.17,0.23,0.12,0.07,0.04,0.38
70,180,105.8,79.17,410.61,317.3,0,0,3.23,9.88,10.69,32.29,30.12,69.56,9.52,0.43,5.92,4.08,0.69,0.17,0.1,0.13,0.07,0.57,0.17,0.13,0.25,0.02,0.04,0.17,0.07,0.14,0.01,0.04
70,181,87.55,61.33,327.48,283.56,0,0,3.82,10.86,12.2,35.93,26.94,49.85,9.58,0.55,10.46,3.44,0.33,0.3,0.11,0.18,0.03,0.18,0.3,0.18,0.22,0.1,0.25,0.07,0.03,0.04,0.0,0.08
70,182,94.51,77.48,235.17,221.02,0,0,5.05,14.8,16.84,48.36,32.47,59.78,10.93,0.56,14.68,3.65,0.25,0.37,0.16,0.28,0.05,0.17,0.37,0.28,0.26,0.18,0.5,0.1,0.05,0.07,0.0,0.08
78,175,118.16,115.59,320.86,260.25,0,0,6.03,17.72,22.07,65.91,40.03,66.0,11.24,0.19,12.68,10.1,0.8,0.36,0.19,0.2,0.17,0.85,0.36,0.2,0.19,0.14,0.33,0.25,0.17,0.16,0.09,0.33
78,176,86.3,69.78,235.28,190.99,0,0,4.92,20.51,17.33,85.21,30.33,85.21,9.83,0.42,13.36,6.99,0.52,0.34,0.15,0.21,0.09,0.41,0.34,0.21,0.24,0.15,0.25,0.26,0.09,0.09,0.04,0.17
78,177,61.56,55.5,186.11,162.13,0,0,4.4,16.78,16.13,65.64,28.33,65.64,7.15,0.01,8.6,7.79,0.91,0.35,0.12,0.13,0.1,0.73,0.35,0.13,0.15,0.07,0.21,0.15,0.1,0.04,0.06,0.29
79,175,115.51,119.69,297.74,212.22,0,0,7.12,16.0,24.26,64.06,38.63,64.93,12.45,0.44,20.93,7.87,0.38,0.4,0.22,0.29,0.15,0.51,0.4,0.29,0.14,0.29,0.62,0.32,0.15,0.09,0.06,0.42
79,176,90.83,81.77,268.27,214.28,0,0,6.0,15.81,19.83,53.58,34.96,56.69,8.6,0.04,7.77,14.42,0.54,0.26,0.16,0.2,0.11,0.54,0.24,0.11,0.12,0.06,0.17,0.26,0.2,0.09,0.17,0.5
79,177,65.33,52.41,195.85,153.97,0,0,4.51,11.99,17.47,48.14,29.36,62.13,8.56,0.28,10.78,7.78,0.72,0.27,0.14,0.17,0.1,0.58,0.27,0.17,0.13,0.11,0.38,0.16,0.1,0.03,0.06,0.33
80,175,118.72,97.14,354.82,288.15,0,0,6.13,22.11,22.24,76.0,40.58,80.0,11.88,0.28,16.61,7.49,0.45,0.4,0.19,0.26,0.13,0.5,0.4,0.26,0.22,0.21,0.42,0.19,0.13,0.15,0.05,0.21
80,176,86.72,66.56,247.0,205.84,0,0,5.59,22.03,19.94,88.56,35.04,88.56,9.6,0.1,14.7,9.78,0.66,0.41,0.18,0.23,0.13,0.57,0.41,0.23,0.1,0.18,0.62,0.3,0.13,0.09,0.09,0.29
80,177,122.02,106.04,522.41,401.79,2,0,4.52,18.58,15.81,67.86,35.03,87.28,10.08,0.31,11.58,6.42,0.55,0.37,0.17,0.21,0.13,0.61,0.37,0.21,0.27,0.12,0.25,0.23,0.13,0.2,0.04,0.12
80,182,174.4,86.78,662.54,576.95,7,0,5.78,15.94,22.03,66.3,39.67,109.84,11.31,0.2,9.51,12.74,0.75,0.44,0.23,0.29,0.17,0.59,0.31,0.17,0.24,0.08,0.17,0.44,0.29,0.43,0.14,0.25
80,183,312.69,210.43,1073.98,916.19,15,0,6.83,23.19,25.65,88.58,52.75,135.63,15.04,0.25,9.08,18.74,0.48,0.59,0.34,0.42,0.26,0.63,0.41,0.26,0.47,0.08,0.12,0.59,0.42,0.57,0.25,0.38
80,184,161.02,28.36,1222.45,994.78,8,0,5.36,25.42,21.78,103.38,36.1,153.06,9.02,0.06,10.85,10.73,0.99,0.5,0.22,0.24,0.2,0.81,0.5,0.2,0.19,0.11,0.38,0.49,0.24,0.24,0.1,0.5
81,182,54.89,40.4,180.7,156.23,0,0,3.3,10.92,11.1,35.45,23.64,47.25,7.08,0.34,8.48,3.77,0.44,0.2,0.07,0.12,0.02,0.2,0.2,0.12,0.09,0.06,0.29,0.07,0.02,0.05,0.0,0.0
81,183,85.56,53.83,417.68,342.22,0,0,4.49,12.75,16.76,50.79,28.88,84.96,8.29,0.25,5.64,9.26,0.61,0.3,0.12,0.15,0.08,0.56,0.24,0.08,0.08,0.02,0.21,0.3,0.15,0.16,0.08,0.25
81,184,389.19,325.29,1048.2,975.84,22,0,8.93,30.16,34.61,117.37,60.95,149.41,18.13,0.26,12.94,23.02,0.56,0.53,0.37,0.42,0.32,0.75,0.49,0.32,0.48,0.14,0.25,0.53,0.42,0.56,0.33,0.29
82,182,39.04,21.98,166.79,127.34,0,0,3.03,8.8,10.6,31.07,20.28,47.78,5.54,0.26,7.75,4.83,0.62,0.27,0.1,0.15,0.05,0.31,0.27,0.15,0.08,0.06,0.46,0.1,0.05,0.04,0.01,0.12
82,183,156.52,123.2,603.89,508.15,2,0,6.14,19.9,19.81,64.21,41.8,81.85,12.16,0.29,15.22,10.82,0.71,0.35,0.21,0.24,0.18,0.74,0.35,0.24,0.28,0.19,0.25,0.24,0.18,0.21,0.11,0.25
82,184,58.68,47.34,211.02,150.39,0,0,4.37,10.59,16.02,49.46,27.84,54.28,7.61,0.17,9.24,8.33,0.9,0.23,0.13,0.14,0.11,0.82,0.23,0.14,0.04,0.08,0.46,0.19,0.11,0.06,0.06,0.33
84,168,31.19,29.54,80.17,68.79,0,0,3.39,14.63,11.41,53.79,20.25,53.79,5.3,0.09,5.74,5.97,0.96,0.14,0.04,0.05,0.04,0.71,0.09,0.04,0.01,0.02,0.12,0.14,0.05,0.0,0.03,0.21
84,169,38.79,32.73,114.67,92.52,0,0,3.7,10.37,14.23,42.21,23.9,42.3,6.38,0.07,6.81,6.36,0.93,0.19,0.07,0.1,0.04,0.44,0.09,0.04,0.02,0.03,0.12,0.19,0.1,0.01,0.03,0.42
84,170,24.66,22.18,61.22,57.49,0,0,3.4,8.87,13.02,36.72,19.2,36.72,6.03,0.42,9.92,4.58,0.46,0.26,0.1,0.17,0.04,0.22,0.26,0.17,0.01,0.09,0.67,0.08,0.04,0.0,0.01,0.17
85,168,32.84,26.48,104.62,80.79,0,0,3.53,12.66,14.45,47.7,22.16,57.86,5.89,0.17,8.18,6.49,0.79,0.22,0.09,0.1,0.09,0.82,0.2,0.1,0.04,0.06,0.33,0.22,0.09,0.03,0.04,0.29
85,169,49.1,51.43,146.33,114.21,0,0,5.46,16.14,21.21,76.57,30.06,76.57,7.63,0.05,12.41,13.6,0.91,0.33,0.2,0.2,0.19,0.92,0.31,0.2,0.03,0.13,0.71,0.33,0.19,0.02,0.16,0.62
85,170,62.55,50.87,163.25,137.91,0,0,4.54,15.65,18.41,77.85,30.47,77.85,7.75,0.02,10.55,10.46,0.99,0.28,0.15,0.15,0.14,0.92,0.26,0.15,0.09,0.1,0.38,0.28,0.14,0.07,0.1,0.38
86,168,42.11,34.25,140.46,117.74,0,0,3.31,9.27,11.87,35.43,22.12,41.0,5.81,0.09,7.89,5.9,0.75,0.28,0.1,0.12,0.07,0.61,0.25,0.12,0.03,0.06,0.42,0.28,0.07,0.07,0.02,0.17
86,169,40.1,38.92,89.21,79.76,0,0,4.02,11.11,14.95,53.0,24.43,53.0,7.07,0.27,6.95,9.7,0.72,0.24,0.12,0.15,0.09,0.6,0.23,0.09,0.02,0.04,0.33,0.24,0.15,0.06,0.09,0.46
86,170,64.58,60.26,162.28,130.18,0,0,5.64,14.76,22.9,72.43,34.2,72.43,9.63,0.21,13.82,10.93,0.79,0.32,0.19,0.21,0.17,0.78,0.32,0.21,0.11,0.16,0.54,0.25,0.17,0.06,0.11,0.5
71,157,0.2,0.0,5.14,2.39,0,0,0.08,1.31,0.26,4.43,0.32,5.01,0.03,0.83,0.04,0.01,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,158,57.05,26.02,248.31,230.92,0,0,2.55,8.65,8.07,26.3,17.9,43.03,7.14,0.76,9.05,1.58,0.17,0.24,0.08,0.16,0.0,0.0,0.24,0.16,0.27,0.07,0.08,0.0,0.0,0.0,0.0,0.0
71,159,32.17,25.5,132.62,91.39,0,0,3.16,7.88,10.72,27.79,20.0,44.28,4.97,0.01,5.29,9.44,0.56,0.24,0.1,0.14,0.06,0.42,0.07,0.06,0.03,0.01,0.21,0.24,0.14,0.01,0.08,0.54
72,157,0.18,0.0,1.88,1.15,0,0,0.15,0.9,0.53,3.36,0.58,3.36,0.13,0.62,0.07,0.33,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,158,79.83,39.56,381.25,326.13,0,0,2.8,8.65,8.71,27.61,20.05,56.12,8.55,0.85,9.25,0.94,0.1,0.23,0.1,0.19,0.0,0.0,0.23,0.19,0.35,0.08,0.04,0.0,0.0,0.0,0.0,0.0
72,159,28.7,22.87,112.67,88.82,0,0,2.46,6.32,8.01,20.77,17.19,35.93,5.08,0.26,6.69,3.05,0.46,0.17,0.04,0.06,0.02,0.24,0.17,0.06,0.02,0.03,0.21,0.07,0.02,0.01,0.0,0.04
73,157,0.14,0.0,0.79,0.7,0,0,0.14,1.01,0.47,3.36,0.57,3.36,0.13,0.33,0.09,0.29,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,158,55.13,41.72,270.4,199.2,0,0,2.19,6.44,7.26,23.07,20.16,57.79,6.88,0.55,6.04,2.28,0.38,0.26,0.08,0.14,0.02,0.14,0.26,0.14,0.28,0.03,0.04,0.07,0.02,0.04,0.0,0.0
73,159,33.73,27.67,94.48,71.29,0,0,3.16,8.95,10.13,32.5,19.72,35.5,5.71,0.31,7.23,3.88,0.54,0.25,0.07,0.11,0.04,0.36,0.25,0.11,0.04,0.04,0.38,0.15,0.04,0.0,0.01,0.17
80,158,96.99,39.7,637.2,542.32,3,0,5.49,30.91,20.6,122.28,29.81,122.28,9.42,0.45,19.19,5.44,0.28,0.51,0.17,0.29,0.06,0.21,0.51,0.29,0.23,0.26,0.46,0.24,0.06,0.08,0.02,0.08
80,159,284.1,49.35,1340.19,1147.56,17,0,7.34,25.44,28.09,89.72,44.44,145.86,14.15,0.4,9.94,20.59,0.48,0.62,0.29,0.4,0.17,0.42,0.53,0.17,0.22,0.1,0.17,0.62,0.4,0.51,0.28,0.37
80,160,290.37,49.68,1449.0,1382.83,14,0,8.98,34.77,38.98,165.79,48.53,176.31,12.53,0.05,21.9,22.56,0.97,0.72,0.38,0.39,0.37,0.94,0.72,0.37,0.26,0.31,0.71,0.57,0.39,0.44,0.32,0.42
81,158,252.44,156.73,917.08,801.58,15,0,8.63,33.38,29.56,123.75,43.48,139.62,13.73,0.44,27.31,10.51,0.38,0.58,0.3,0.4,0.2,0.5,0.58,0.4,0.37,0.41,0.46,0.5,0.2,0.18,0.1,0.42
81,159,39.81,17.41,467.48,263.65,0,0,2.4,9.69,8.67,32.93,18.26,85.11,4.84,0.16,2.59,6.16,0.42,0.24,0.05,0.07,0.03,0.37,0.07,0.03,0.02,0.0,0.08,0.24,0.07,0.02,0.04,0.25
81,160,18.42,14.37,56.32,52.96,0,0,2.16,8.63,7.49,41.36,14.49,41.36,4.51,0.37,3.49,4.6,0.76,0.18,0.03,0.05,0.02,0.32,0.07,0.02,0.0,0.0,0.08,0.18,0.05,0.05,0.01,0.12
