name,row,col,mean_var,max_var,top5_var,low_var_count,high_var_count,very_high_var_count,residual_mean,residual_max,lap_mean,lap_max,grad_mean,grad_max,edge_strength,h_strength,h_strength_max,h_strength_min,v_strength,v_strength_max,v_strength_min,edge_orientation_conf,row_second_diff,row_second_diff_max,row_second_diff_min,col_second_diff,col_second_diff_max,col_second_diff_min,second_diff_max,second_diff_min_max,profile_ringing_max,profile_ringing_mean,ringing_mean_max,ringing_mean_min,ringing_mean_min_max,row_ringing_max,row_ringing_min,row_ringing_mean,row_ringing_dyn_score,row_ringing_d2_score,row_ringing_sign_score,col_ringing_max,col_ringing_min,col_ringing_mean,col_ringing_dyn_score,col_ringing_d2_score,col_ringing_sign_score,row_diff_mean,row_diff_max,col_diff_mean,col_diff_max,low_var_th,high_var_th,very_high_var_th,max_strength_th,eps,dyn_score_lo,dyn_score_hi,d2_score_lo,d2_score_hi,sign_score_lo,sign_score_hi,dyn_ratio,d2_ratio,sign_ratio
05.02.25#out1#mnr_input0012,81,43,0.08,1.8,0.56,64,0,0,0.08,0.44,0.25,1.0,0.25,1.0,0.13,0.13,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,500,2000,0.0,3.0,20,120,5,60,1,4,0.45,0.35,0.2
05.02.25#out1#mnr_input0012,81,43,0.27,3.56,2.53,64,0,0,0.14,1.33,0.44,4.0,0.44,4.0,0.13,0.13,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,500,2000,0.0,3.0,20,120,5,60,1,4,0.45,0.35,0.2
05.02.25#out1#mnr_input0012,82,43,346.62,1687.43,1589.2,45,15,0,6.97,31.67,22.92,115.0,36.77,167.0,14.83,14.83,78.0,0.0,4.55,47.0,0.0,0.69,15.75,18.33,12.0,4.73,14.5,2.17,15.75,0.3,0.65,0.27,0.45,0.08,0.18,0.65,0.26,0.45,0.65,0.2,0.46,0.49,0.0,0.08,0.1,0.03,0.12,2.79,7.62,13.46,63.88,100,500,2000,0.0,3.0,20,120,5,60,1,4,0.45,0.35,0.2
05.02.25#out1#mnr_input0012,82,43,0.55,7.78,4.96,64,0,0,0.2,2.0,0.72,9.0,0.78,9.0,0.41,0.41,8.0,0.0,0.12,1.0,0.0,0.69,0.0,0.0,0.0,0.17,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,1.0,0.0,0.0,100,500,2000,0.0,3.0,20,120,5,60,1,4,0.45,0.35,0.2
05.02.25#out1#mnr_input0012,82,43,0.22,3.56,1.79,64,0,0,0.18,1.33,0.55,4.0,0.58,4.0,0.13,0.13,1.0,0.0,0.13,1.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,1.0,0.0,0.0,100,500,2000,0.0,3.0,20,120,5,60,1,4,0.45,0.35,0.2
05.02.25#out1#mnr_input0012,82,43,379.17,1741.56,1641.49,48,16,0,6.99,23.11,21.14,70.0,29.52,102.0,14.13,14.13,75.0,0.0,0.84,5.0,0.0,0.94,16.23,17.83,14.0,1.27,3.33,0.17,16.23,0.08,0.57,0.23,0.45,0.0,0.0,0.57,0.4,0.45,0.78,0.2,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.62,15.21,73.25,100,500,2000,0.0,3.0,20,120,5,60,1,4,0.45,0.35,0.2
05.02.25#out1#mnr_input0012,82,43,0.08,1.8,0.56,64,0,0,0.08,0.44,0.25,1.0,0.25,1.0,0.13,0.13,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,500,2000,0.0,3.0,20,120,5,60,1,4,0.45,0.35,0.2
05.02.25#out1#mnr_input0012,82,43,0.27,3.56,2.53,64,0,0,0.14,1.33,0.44,4.0,0.44,4.0,0.13,0.13,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,500,2000,0.0,3.0,20,120,5,60,1,4,0.45,0.35,0.2
05.02.25#out1#mnr_input0012,82,43,159.1,1873.36,1598.3,55,7,0,3.87,31.67,13.39,118.0,22.33,172.0,8.39,8.39,86.0,0.0,3.87,40.0,0.0,0.54,9.58,20.17,2.67,3.08,8.83,1.67,9.58,0.32,0.6,0.14,0.23,0.06,0.26,0.6,0.0,0.23,0.19,0.09,0.54,0.4,0.0,0.06,0.1,0.01,0.04,2.68,6.37,4.93,23.75,100,500,2000,0.0,3.0,20,120,5,60,1,4,0.45,0.35,0.2
05.02.25#out1#mnr_input0012,82,43,0.21,2.77,1.71,64,0,0,0.13,0.89,0.48,3.0,0.52,5.0,0.25,0.25,4.0,0.0,0.13,1.0,0.0,0.5,0.0,0.0,0.0,0.17,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,1.0,0.0,0.0,100,500,2000,0.0,3.0,20,120,5,60,1,4,0.45,0.35,0.2
05.02.25#out1#mnr_input0012,82,43,0.02,0.44,0.18,64,0,0,0.02,0.33,0.05,1.0,0.05,1.0,0.02,0.02,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,500,2000,0.0,3.0,20,120,5,60,1,4,0.45,0.35,0.2
05.02.25#out1#mnr_input0012,83,43,379.17,1741.56,1641.49,48,16,0,6.99,23.11,21.14,70.0,29.52,102.0,14.13,14.13,75.0,0.0,0.84,5.0,0.0,0.94,16.23,17.83,14.0,1.27,3.33,0.17,16.23,0.08,0.57,0.23,0.45,0.0,0.0,0.57,0.4,0.45,0.78,0.2,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.62,15.21,73.25,100,500,2000,0.0,3.0,20,120,5,60,1,4,0.45,0.35,0.2
05.02.25#out1#mnr_input0012,83,43,0.08,1.8,0.56,64,0,0,0.08,0.44,0.25,1.0,0.25,1.0,0.13,0.13,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,500,2000,0.0,3.0,20,120,5,60,1,4,0.45,0.35,0.2
05.02.25#out1#mnr_input0012,83,43,0.27,3.56,2.53,64,0,0,0.14,1.33,0.44,4.0,0.44,4.0,0.13,0.13,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,500,2000,0.0,3.0,20,120,5,60,1,4,0.45,0.35,0.2
05.02.25#out1#mnr_input0012,83,43,159.1,1873.36,1598.3,55,7,0,3.87,31.67,13.39,118.0,22.33,172.0,8.39,8.39,86.0,0.0,3.87,40.0,0.0,0.54,9.58,20.17,2.67,3.08,8.83,1.67,9.58,0.32,0.6,0.14,0.23,0.06,0.26,0.6,0.0,0.23,0.19,0.09,0.54,0.4,0.0,0.06,0.1,0.01,0.04,2.68,6.37,4.93,23.75,100,500,2000,0.0,3.0,20,120,5,60,1,4,0.45,0.35,0.2
05.02.25#out1#mnr_input0012,83,43,0.21,2.77,1.71,64,0,0,0.13,0.89,0.48,3.0,0.52,5.0,0.25,0.25,4.0,0.0,0.13,1.0,0.0,0.5,0.0,0.0,0.0,0.17,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,1.0,0.0,0.0,100,500,2000,0.0,3.0,20,120,5,60,1,4,0.45,0.35,0.2
05.02.25#out1#mnr_input0012,83,43,0.02,0.44,0.18,64,0,0,0.02,0.33,0.05,1.0,0.05,1.0,0.02,0.02,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,500,2000,0.0,3.0,20,120,5,60,1,4,0.45,0.35,0.2
05.02.25#out1#mnr_input0012,83,43,0.43,4.22,3.2,64,0,0,0.19,1.78,0.69,6.0,1.03,8.0,0.33,0.33,3.0,0.0,0.28,3.0,0.0,0.14,0.75,3.0,0.33,0.19,0.33,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.34,0.87,100,500,2000,0.0,3.0,20,120,5,60,1,4,0.45,0.35,0.2
05.02.25#out1#mnr_input0012,83,43,0.06,0.32,0.25,64,0,0,0.09,0.56,0.28,2.0,0.28,2.0,0.11,0.11,1.0,0.0,0.02,1.0,0.0,0.86,0.15,0.17,0.0,0.02,0.17,0.0,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.12,0.12,0.88,100,500,2000,0.0,3.0,20,120,5,60,1,4,0.45,0.35,0.2
05.02.25#out1#mnr_input0012,83,43,0.08,0.44,0.32,64,0,0,0.12,0.67,0.36,2.0,0.39,2.0,0.12,0.03,1.0,0.0,0.12,1.0,0.0,0.75,0.0,0.0,0.0,0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,1.0,0.0,0.0,100,500,2000,0.0,3.0,20,120,5,60,1,4,0.45,0.35,0.2
05.02.25#out1#mnr_input0012,84,43,159.1,1873.36,1598.3,55,7,0,3.87,31.67,13.39,118.0,22.33,172.0,8.39,8.39,86.0,0.0,3.87,40.0,0.0,0.54,9.58,20.17,2.67,3.08,8.83,1.67,9.58,0.32,0.6,0.14,0.23,0.06,0.26,0.6,0.0,0.23,0.19,0.09,0.54,0.4,0.0,0.06,0.1,0.01,0.04,2.68,6.37,4.93,23.75,100,500,2000,0.0,3.0,20,120,5,60,1,4,0.45,0.35,0.2
05.02.25#out1#mnr_input0012,84,43,0.21,2.77,1.71,64,0,0,0.13,0.89,0.48,3.0,0.52,5.0,0.25,0.25,4.0,0.0,0.13,1.0,0.0,0.5,0.0,0.0,0.0,0.17,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,1.0,0.0,0.0,100,500,2000,0.0,3.0,20,120,5,60,1,4,0.45,0.35,0.2
05.02.25#out1#mnr_input0012,84,43,0.02,0.44,0.18,64,0,0,0.02,0.33,0.05,1.0,0.05,1.0,0.02,0.02,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,500,2000,0.0,3.0,20,120,5,60,1,4,0.45,0.35,0.2
05.02.25#out1#mnr_input0012,84,43,0.43,4.22,3.2,64,0,0,0.19,1.78,0.69,6.0,1.03,8.0,0.33,0.33,3.0,0.0,0.28,3.0,0.0,0.14,0.75,3.0,0.33,0.19,0.33,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.34,0.87,100,500,2000,0.0,3.0,20,120,5,60,1,4,0.45,0.35,0.2
05.02.25#out1#mnr_input0012,84,43,0.06,0.32,0.25,64,0,0,0.09,0.56,0.28,2.0,0.28,2.0,0.11,0.11,1.0,0.0,0.02,1.0,0.0,0.86,0.15,0.17,0.0,0.02,0.17,0.0,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.12,0.12,0.88,100,500,2000,0.0,3.0,20,120,5,60,1,4,0.45,0.35,0.2
05.02.25#out1#mnr_input0012,84,43,0.08,0.44,0.32,64,0,0,0.12,0.67,0.36,2.0,0.39,2.0,0.12,0.03,1.0,0.0,0.12,1.0,0.0,0.75,0.0,0.0,0.0,0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,1.0,0.0,0.0,100,500,2000,0.0,3.0,20,120,5,60,1,4,0.45,0.35,0.2
05.02.25#out1#mnr_input0012,84,43,0.09,0.25,0.23,64,0,0,0.13,0.56,0.42,2.0,0.42,2.0,0.11,0.11,1.0,0.0,0.09,1.0,0.0,0.14,0.29,0.33,0.0,0.12,0.17,0.0,0.29,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.75,0.12,0.88,100,500,2000,0.0,3.0,20,120,5,60,1,4,0.45,0.35,0.2
05.02.25#out1#mnr_input0012,84,43,0.15,1.33,0.98,64,0,0,0.14,1.0,0.45,4.0,0.55,4.0,0.16,0.05,1.0,0.0,0.16,1.0,0.0,0.7,0.06,0.33,0.0,0.21,0.33,0.0,0.21,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.87,0.04,0.12,100,500,2000,0.0,3.0,20,120,5,60,1,4,0.45,0.35,0.2
05.02.25#out1#mnr_input0012,84,43,0.37,1.56,1.56,64,0,0,0.21,1.33,0.66,5.0,0.94,5.0,0.38,0.11,3.0,0.0,0.38,2.0,0.0,0.71,0.0,0.0,0.0,0.67,0.67,0.67,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,2.0,0.0,0.0,100,500,2000,0.0,3.0,20,120,5,60,1,4,0.45,0.35,0.2
05.02.25#out1#mnr_input0012,85,43,0.43,4.22,3.2,64,0,0,0.19,1.78,0.69,6.0,1.03,8.0,0.33,0.33,3.0,0.0,0.28,3.0,0.0,0.14,0.75,3.0,0.33,0.19,0.33,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.34,0.87,100,500,2000,0.0,3.0,20,120,5,60,1,4,0.45,0.35,0.2
05.02.25#out1#mnr_input0012,85,43,0.06,0.32,0.25,64,0,0,0.09,0.56,0.28,2.0,0.28,2.0,0.11,0.11,1.0,0.0,0.02,1.0,0.0,0.86,0.15,0.17,0.0,0.02,0.17,0.0,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.12,0.12,0.88,100,500,2000,0.0,3.0,20,120,5,60,1,4,0.45,0.35,0.2
05.02.25#out1#mnr_input0012,85,43,0.08,0.44,0.32,64,0,0,0.12,0.67,0.36,2.0,0.39,2.0,0.12,0.03,1.0,0.0,0.12,1.0,0.0,0.75,0.0,0.0,0.0,0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,1.0,0.0,0.0,100,500,2000,0.0,3.0,20,120,5,60,1,4,0.45,0.35,0.2
05.02.25#out1#mnr_input0012,85,43,0.09,0.25,0.23,64,0,0,0.13,0.56,0.42,2.0,0.42,2.0,0.11,0.11,1.0,0.0,0.09,1.0,0.0,0.14,0.29,0.33,0.0,0.12,0.17,0.0,0.29,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.75,0.12,0.88,100,500,2000,0.0,3.0,20,120,5,60,1,4,0.45,0.35,0.2
05.02.25#out1#mnr_input0012,85,43,0.15,1.33,0.98,64,0,0,0.14,1.0,0.45,4.0,0.55,4.0,0.16,0.05,1.0,0.0,0.16,1.0,0.0,0.7,0.06,0.33,0.0,0.21,0.33,0.0,0.21,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.87,0.04,0.12,100,500,2000,0.0,3.0,20,120,5,60,1,4,0.45,0.35,0.2
05.02.25#out1#mnr_input0012,85,43,0.37,1.56,1.56,64,0,0,0.21,1.33,0.66,5.0,0.94,5.0,0.38,0.11,3.0,0.0,0.38,2.0,0.0,0.71,0.0,0.0,0.0,0.67,0.67,0.67,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,2.0,0.0,0.0,100,500,2000,0.0,3.0,20,120,5,60,1,4,0.45,0.35,0.2
05.02.25#out1#mnr_input0012,85,43,20.15,935.51,254.12,61,1,0,0.48,11.78,1.36,52.0,2.17,78.0,0.95,0.95,37.0,0.0,0.16,6.0,0.0,0.84,0.27,2.17,0.0,0.21,1.0,0.0,0.27,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,1.0,0.18,0.88,100,500,2000,0.0,3.0,20,120,5,60,1,4,0.45,0.35,0.2
05.02.25#out1#mnr_input0012,85,43,0.41,1.28,1.22,64,0,0,0.31,1.22,1.17,7.0,1.42,7.0,0.47,0.47,3.0,0.0,0.3,2.0,0.0,0.37,0.92,1.0,0.67,0.46,1.67,0.0,0.92,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.62,0.39,1.75,100,500,2000,0.0,3.0,20,120,5,60,1,4,0.45,0.35,0.2
05.02.25#out1#mnr_input0012,85,43,0.07,0.67,0.58,64,0,0,0.04,0.33,0.12,1.0,0.22,3.0,0.05,0.03,1.0,0.0,0.05,1.0,0.0,0.33,0.04,0.33,0.0,0.06,0.17,0.0,0.06,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.38,0.02,0.12,100,500,2000,0.0,3.0,20,120,5,60,1,4,0.45,0.35,0.2
05.02.25#out1#mnr_input0012,91,43,0.77,5.43,3.29,64,0,0,0.4,1.67,1.37,4.0,1.81,10.0,0.62,0.37,3.0,0.0,0.62,3.0,0.0,0.4,0.69,2.33,0.0,1.02,1.17,0.5,1.02,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,2.0,0.41,1.0,100,500,2000,0.0,3.0,20,120,5,60,1,4,0.45,0.35,0.2
05.02.25#out1#mnr_input0012,91,43,0.56,1.8,1.67,64,0,0,0.37,1.44,1.24,5.0,1.54,5.29,0.38,0.3,2.0,0.0,0.38,3.0,0.0,0.21,0.57,1.69,0.19,1.0,1.0,1.0,1.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,1.62,0.34,1.25,100,500,2000,0.0,3.0,20,120,5,60,1,4,0.45,0.35,0.2
05.02.25#out1#mnr_input0012,91,43,0.33,2.0,1.72,64,0,0,0.32,2.05,1.01,8.14,1.12,8.14,0.38,0.38,3.14,0.0,0.38,2.0,0.0,0.01,0.25,0.5,0.0,0.29,1.02,0.19,0.29,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.88,0.21,1.5,100,500,2000,0.0,3.0,20,120,5,60,1,4,0.45,0.35,0.2
05.02.25#out1#mnr_input0012,91,43,0.41,2.77,2.19,64,0,0,0.24,1.11,0.7,3.0,0.92,7.0,0.33,0.33,2.0,0.0,0.06,1.0,0.0,0.81,0.54,2.0,0.33,0.08,0.17,0.0,0.54,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,1.88,100,500,2000,0.0,3.0,20,120,5,60,1,4,0.45,0.35,0.2
05.02.25#out1#mnr_input0012,91,43,0.11,0.44,0.35,64,0,0,0.14,0.33,0.42,1.0,0.46,1.29,0.14,0.14,1.0,0.0,0.0,0.0,0.0,1.0,0.19,0.19,0.19,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,1.0,100,500,2000,0.0,3.0,20,120,5,60,1,4,0.45,0.35,0.2
05.02.25#out1#mnr_input0012,91,43,0.12,0.47,0.42,64,0,0,0.19,0.94,0.58,3.14,0.64,3.14,0.25,0.25,1.14,0.0,0.12,1.0,0.0,0.5,0.17,0.17,0.17,0.17,0.17,0.17,0.17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,1.0,0.14,1.0,100,500,2000,0.0,3.0,20,120,5,60,1,4,0.45,0.35,0.2
05.02.25#out1#mnr_input0012,91,43,190.17,2870.22,2042.0,56,6,3,4.42,31.0,16.42,109.0,25.02,211.0,10.06,10.06,95.0,0.0,4.05,45.0,0.0,0.6,11.27,28.83,4.0,3.62,13.17,0.83,11.27,0.32,0.73,0.17,0.25,0.08,0.31,0.73,0.07,0.25,0.16,0.12,0.71,0.49,0.0,0.08,0.1,0.02,0.12,2.39,6.5,3.98,19.0,100,500,2000,0.0,3.0,20,120,5,60,1,4,0.45,0.35,0.2
05.02.25#out1#mnr_input0012,91,43,0.36,2.22,1.66,64,0,0,0.28,1.0,1.06,4.0,1.23,4.0,0.49,0.49,4.0,0.0,0.2,1.0,0.0,0.58,0.67,0.69,0.52,0.29,0.83,0.0,0.67,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.75,0.31,0.88,100,500,2000,0.0,3.0,20,120,5,60,1,4,0.45,0.35,0.2
05.02.25#out1#mnr_input0012,91,43,0.11,0.44,0.36,64,0,0,0.15,0.67,0.46,2.14,0.5,2.14,0.14,0.11,1.14,0.0,0.14,1.0,0.0,0.2,0.0,0.0,0.0,0.17,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,1.0,0.0,0.0,100,500,2000,0.0,3.0,20,120,5,60,1,4,0.45,0.35,0.2
05.02.25#out1#mnr_input0012,92,43,0.41,2.77,2.19,64,0,0,0.24,1.11,0.7,3.0,0.92,7.0,0.33,0.33,2.0,0.0,0.06,1.0,0.0,0.81,0.54,2.0,0.33,0.08,0.17,0.0,0.54,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,1.88,100,500,2000,0.0,3.0,20,120,5,60,1,4,0.45,0.35,0.2
05.02.25#out1#mnr_input0012,92,43,0.11,0.44,0.35,64,0,0,0.14,0.33,0.42,1.0,0.46,1.29,0.14,0.14,1.0,0.0,0.0,0.0,0.0,1.0,0.19,0.19,0.19,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,1.0,100,500,2000,0.0,3.0,20,120,5,60,1,4,0.45,0.35,0.2
05.02.25#out1#mnr_input0012,92,43,0.12,0.47,0.42,64,0,0,0.19,0.94,0.58,3.14,0.64,3.14,0.25,0.25,1.14,0.0,0.12,1.0,0.0,0.5,0.17,0.17,0.17,0.17,0.17,0.17,0.17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,1.0,0.14,1.0,100,500,2000,0.0,3.0,20,120,5,60,1,4,0.45,0.35,0.2
05.02.25#out1#mnr_input0012,92,43,190.17,2870.22,2042.0,56,6,3,4.42,31.0,16.42,109.0,25.02,211.0,10.06,10.06,95.0,0.0,4.05,45.0,0.0,0.6,11.27,28.83,4.0,3.62,13.17,0.83,11.27,0.32,0.73,0.17,0.25,0.08,0.31,0.73,0.07,0.25,0.16,0.12,0.71,0.49,0.0,0.08,0.1,0.02,0.12,2.39,6.5,3.98,19.0,100,500,2000,0.0,3.0,20,120,5,60,1,4,0.45,0.35,0.2
05.02.25#out1#mnr_input0012,92,43,0.36,2.22,1.66,64,0,0,0.28,1.0,1.06,4.0,1.23,4.0,0.49,0.49,4.0,0.0,0.2,1.0,0.0,0.58,0.67,0.69,0.52,0.29,0.83,0.0,0.67,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.75,0.31,0.88,100,500,2000,0.0,3.0,20,120,5,60,1,4,0.45,0.35,0.2
05.02.25#out1#mnr_input0012,92,43,0.11,0.44,0.36,64,0,0,0.15,0.67,0.46,2.14,0.5,2.14,0.14,0.11,1.14,0.0,0.14,1.0,0.0,0.2,0.0,0.0,0.0,0.17,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,1.0,0.0,0.0,100,500,2000,0.0,3.0,20,120,5,60,1,4,0.45,0.35,0.2
